exit_reason,minutes_to_exit,mfe_r,mae_r,r_final,r_at_60min,r_at_120min,r_at_240min,r_at_480min,r_at_720min,action
TP,348.0,2.0731999812870554,-0.26170180288947653,1.9999999999999871,0.4329562871205428,0.14460229628781027,1.327505786704866,1.9999999999999871,1.9999999999999871,LONG
SL,361.0,1.731449867699531,-1.055437155887755,-1.0,-0.44546167556403643,-0.4408274838806695,0.6629790477022867,-1.0,-1.0,LONG
TP,173.0,2.209748212397646,-0.21212807941924144,2.0,1.1300582617463113,1.018666804517038,2.0,2.0,2.0,LONG
TP,353.0,3.1886475734431565,-0.12334485060044283,2.0,0.7754849517948684,0.3785832048132419,0.11520327630338197,2.0,2.0,SHORT
TP,293.0,2.500824768204874,-0.5786498018467526,2.0000000000000084,-0.1253551017149959,-0.45291425976237276,-0.0671477251978681,2.0000000000000084,2.0000000000000084,SHORT
TP,98.0,3.5964244181886063,-0.3342601223664278,2.0,0.5370122515940573,2.0,2.0,2.0,2.0,SHORT
SL,272.0,0.5568160006319982,-1.0564432611175052,-1.0,-0.018168264017657195,0.08072490035117777,-0.11375810765599367,-1.0,-1.0,SHORT
SL,167.0,0.47046104313309545,-1.0722089489114008,-1.0,0.15497772507741367,0.30936317859401796,-1.0,-1.0,-1.0,SHORT
SL,77.0,0.4445804994265364,-1.0158248645009251,-1.0,-0.2896831614358237,-1.0,-1.0,-1.0,-1.0,SHORT
TIMEOUT,720.0,0.5674310427607254,-0.7266036429624714,0.1553172085013611,-0.06705627707460977,-0.5575171783882948,-0.5517340908377176,0.012530023026260061,0.1553172085013611,SHORT
SL,318.0,0.8147175554722529,-1.2104035950410956,-1.0,0.04075566207559872,0.5464424206445696,0.27104493710465366,-1.0,-1.0,SHORT
SL,237.0,0.4802671480933029,-1.1343885260638702,-1.0,0.25727122378514683,-0.051206471507788925,-1.0,-1.0,-1.0,SHORT
SL,57.0,0.2654496493392352,-1.3661808619325961,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SHORT
TIMEOUT,720.0,1.6673562843420613,-0.5140167237518426,1.3612139709310367,0.0965235024239785,0.17066052988819064,0.21281687883842063,0.3215511857859309,1.3612139709310367,SHORT
TP,594.0,2.0198187719255203,-0.6156644248316956,2.0,-0.2860705666513741,-0.32663596458126043,0.1512751297801922,-0.23240592563996482,2.0,LONG
TIMEOUT,720.0,1.2930233578515822,-0.7610996663996937,0.10778260137994065,-0.2777333243749546,0.4623983956812107,0.26412255218703057,0.5635595403210925,0.10778260137994065,SHORT
SL,461.0,0.7007744934162909,-1.0704744230138519,-1.0,-0.43591484236130695,-0.0710430834860979,-0.1403618202856494,-1.0,-1.0,SHORT
TIMEOUT,720.0,1.994377161241968,-0.7872108035290266,1.077885922405336,0.347767115784968,0.32992586675100904,-0.5204155102827914,-0.18801931674246136,1.077885922405336,SHORT
SL,160.0,0.06494957099985063,-1.0707005874614026,-1.0,-0.5060538914924713,-0.4991443626626996,-1.0,-1.0,-1.0,SHORT
SL,86.0,0.19222586306127748,-1.0201265902805159,-1.0,-0.48638129039711747,-1.0,-1.0,-1.0,-1.0,SHORT
TP,424.0,2.00920540485335,-0.6930225411033725,2.000000000000012,-0.10719317488402595,0.263983191878533,-0.17198904925420933,2.000000000000012,2.000000000000012,SHORT
TIMEOUT,720.0,1.4951308504996172,-0.7668823613027796,0.003621925509933435,-0.3085880534461464,-0.48002586091622285,-0.27647364725809115,0.49209894594932696,0.003621925509933435,SHORT
TIMEOUT,720.0,1.812533497954385,-0.42754747946470345,0.11597344940736914,-0.14347230854520163,-0.21377373973235173,0.44237295134770505,0.6700156809060912,0.11597344940736914,SHORT
TP,214.0,2.128058799565616,-0.2339856120849446,2.0000000000000115,0.19490396351471842,0.12329629774734101,2.0000000000000115,2.0000000000000115,2.0000000000000115,SHORT
TP,154.0,2.173119433969514,-0.3029014370944706,2.0,-0.0024626133097150884,0.13817996904489352,2.0,2.0,2.0,SHORT
TP,79.0,2.3158509978549566,-0.41863710756837,2.0,0.07031540842518132,2.0,2.0,2.0,2.0,SHORT
TP,359.0,2.070692374628222,-0.7098036413446217,1.9999999999999805,-0.25430312941117506,-0.062172581723618656,0.6769903343238148,1.9999999999999805,1.9999999999999805,SHORT
SL,493.0,1.8674104086540497,-1.2558092649042067,-1.0,0.4970360880042001,0.36793008287543905,0.934586473986606,-0.3313573920027934,-1.0,SHORT
SL,207.0,0.8504557411093737,-1.016573101494579,-1.0,-0.1589515134666341,0.20780956063875416,-1.0,-1.0,-1.0,SHORT
SL,178.0,1.1482618634163844,-1.112292214682876,-1.0,0.12485618454616852,0.3157720124394955,-1.0,-1.0,-1.0,SHORT
SL,85.0,0.48915872886160777,-1.1679782181303777,-1.0,-0.24649512968743303,-1.0,-1.0,-1.0,-1.0,SHORT
SL,58.0,0.16409907974463053,-1.0855785275413743,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SHORT
TIMEOUT,720.0,1.155906105717211,-0.5091066026897246,0.25951342023310986,-0.030554332351604124,0.13729609082669336,-0.14007375740411848,0.21626118352758553,0.25951342023310986,SHORT
SL,693.0,1.0853852247873055,-1.551522452987498,-1.0,0.015736384528651445,-0.29941661373442774,-0.526956227865011,0.31387707519319896,-1.0,SHORT
SL,655.0,1.119883977286312,-1.0628389489526768,-1.0,-0.10545824316938542,0.14148668211693552,0.8706872745657714,-0.4222082689165868,-1.0,SHORT
SL,549.0,1.1791876443056681,-1.0946063052284707,-1.0,0.3090313315552561,-0.15884788070597364,0.1093368529534687,-0.6873781019640416,-1.0,SHORT
SL,77.0,0.29174182692759476,-1.1030619551452416,-1.0,-0.7390792948831993,-1.0,-1.0,-1.0,-1.0,SHORT
SL,62.0,0.5954802381568384,-1.4884261805358339,-1.0,-0.7068926698120007,-1.0,-1.0,-1.0,-1.0,SHORT
SL,30.0,0.16482092293614548,-1.1499512419327937,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SHORT
TIMEOUT,720.0,1.8694171699756459,-0.40586756256698325,1.330466221856811,0.16653804877069942,0.22315363267949845,0.4554981069026166,0.6065955418800042,1.330466221856811,SHORT
TIMEOUT,720.0,1.471338654843968,-0.08839688661364646,0.5740940658094882,-0.012304328539631896,0.3056654247739127,0.20431661338172183,0.6715572997681304,0.5740940658094882,LONG
TIMEOUT,720.0,1.3719449353962296,-0.25285344220568895,0.6133846087792099,-0.008256438929173078,0.23874869236835486,0.17338521751246258,0.875182526491486,0.6133846087792099,LONG
TP,603.0,2.0917862163209984,-0.9213072424236572,1.9999999999999762,-0.6067017579369532,0.0858490839531073,-0.4685056715734106,0.5878568370691899,1.9999999999999762,LONG
TP,407.0,2.0102304056378735,-0.34683245155940373,2.00000000000002,0.010920417240535931,0.05460208620267966,0.8819328963456843,2.00000000000002,2.00000000000002,LONG
TP,172.0,2.0067454580515793,-0.30001686481928846,2.0,0.6051360572716,0.5612560396279536,2.0,2.0,2.0,LONG
TIMEOUT,720.0,0.6899544705349172,-0.6246210254963391,0.1635416808927698,-0.19059055941193512,-0.33290927408198806,-0.1735289591152393,0.17186441274483086,0.1635416808927698,LONG
TIMEOUT,720.0,0.9601903138094848,-0.4223261863382677,0.22363593908689963,-0.11553794113294948,0.02625862298475853,0.2293253074002696,0.24245461889263892,0.22363593908689963,LONG
TIMEOUT,720.0,1.2006252539429463,-0.31648481693936764,0.27470305810215834,0.062432513205041944,0.2492498027185583,0.10325377183909776,0.3328133203929987,0.27470305810215834,LONG
TIMEOUT,720.0,1.325762375973596,-0.5797728490565063,-0.42320014226628666,0.14863061296750932,0.37838404140967147,0.28478079278508595,1.0256646879590343,-0.42320014226628666,LONG
TIMEOUT,720.0,1.0313647446548877,-0.9863138676315236,-0.36160837290753517,0.29433239655265125,-0.19401911038062272,0.261295086735534,0.37902804535656714,-0.36160837290753517,LONG
SL,704.0,1.1502878806846604,-1.0079556778267034,-1.0,0.25586567206369815,0.44028833179794763,-0.01329172322407644,0.17556151091817335,-1.0,LONG
SL,496.0,0.8893434212629806,-1.0138031663582334,-1.0,-0.19575222044105342,0.03927127879218927,0.6271321136351601,-0.4772970807050083,-1.0,LONG
TP,321.0,2.0301808895197064,-0.40340347451799324,1.9999999999999925,-0.2676026353060356,-0.28143265942209944,0.6385138844910929,1.9999999999999925,1.9999999999999925,LONG
TP,239.0,2.029560597407796,-0.25273974687046535,2.0,-0.04194555573940498,0.09224467554555187,2.0,2.0,2.0,LONG
TP,117.0,2.2242796163150658,-0.13098585618072603,2.0,1.0771952165774725,2.0,2.0,2.0,2.0,LONG
TIMEOUT,720.0,1.0334955246381952,-0.38376632523616955,0.09984051349576811,-0.038571579132953004,0.5725860411361196,0.6572485686192795,0.40451421437267115,0.09984051349576811,LONG
TIMEOUT,720.0,0.9307998081522784,-0.7786336901107846,-0.6711432756002351,0.7023826773173653,0.42945779672417683,0.39754657991635634,-0.13570664831956572,-0.6711432756002351,LONG
SL,99.0,0.38409997667653045,-1.0076124756016842,-1.0,-0.08658639850918559,-1.0,-1.0,-1.0,-1.0,LONG
SL,187.0,0.13247779052466926,-1.3218439848432784,-1.0,-0.8169839892662849,-0.7151995198853244,-1.0,-1.0,-1.0,LONG
TIMEOUT,720.0,1.5853892599868227,-0.6087595980632535,-0.0014005205476902642,0.28150463008599785,-0.023108589036905283,-0.04925163926048873,0.8937655295184823,-0.0014005205476902642,LONG
SL,605.0,1.559835117425226,-1.2999785017863965,-1.0,-0.5231903492389304,-0.2976412974846209,0.6254176173002326,0.6094228746783944,-1.0,LONG
SL,515.0,1.846638437617333,-1.0956292112119406,-1.0,-0.15811975773476877,0.6377258403963216,1.1399886002596953,0.2253743153233049,-1.0,LONG
SL,408.0,1.2952183467769334,-1.0113135438568939,-1.0,0.18165755214262794,0.5652144979523415,0.530699563045244,-1.0,-1.0,LONG
SL,193.0,0.39229686848923484,-1.0618092986709968,-1.0,0.2590746660398625,0.037982500272805364,-1.0,-1.0,-1.0,SHORT
TP,241.0,2.270905434499837,-0.15879171369748687,2.0,0.5928632708319009,0.11219646180168846,1.388661125578336,2.0,2.0,SHORT
TP,211.0,2.138632137025436,-0.40119380215102607,2.0,-0.2787848305681895,0.5088624263704565,2.0,2.0,2.0,SHORT
TIMEOUT,720.0,1.4428589755802965,-0.8763305813300255,0.23711117111695926,-0.1384590780244765,0.6126814202584212,-0.579220476402479,-0.3749933363163473,0.23711117111695926,SHORT
TIMEOUT,720.0,1.027883534846502,-0.29207619569407733,0.8397190626205042,-0.05101972008118556,0.34684048238672216,0.06552991570060082,0.9497157068322156,0.8397190626205042,SHORT
TIMEOUT,720.0,1.057645668859626,-0.42697175721042124,0.620137593316184,0.1434946211071478,-0.051176403331916656,0.263909687770465,0.322110303324426,0.620137593316184,SHORT
TIMEOUT,720.0,0.9786537168662229,-0.5718639188917278,-0.33191689312993805,0.48461045497832533,0.29359611505986954,-0.007074605182159071,0.5005283166381966,-0.33191689312993805,SHORT
SL,237.0,0.7767623708112332,-1.058489655561419,-1.0,0.40327248474242605,0.24550520528231923,-1.0,-1.0,-1.0,SHORT
SL,298.0,0.46895713469762657,-1.0747251028565645,-1.0,-0.4575562319092185,-0.6278097135498765,-0.9325938480940398,-1.0,-1.0,SHORT
SL,85.0,0.23034739340546503,-1.0574136809345045,-1.0,-0.46367341689804425,-1.0,-1.0,-1.0,-1.0,SHORT
SL,223.0,0.3725590890586658,-1.0071032373711049,-1.0,0.16648930624039215,-0.29528292050180605,-1.0,-1.0,-1.0,SHORT
TP,296.0,2.0316340316383465,-0.36558340994386423,1.99999999999999,-0.1716094141165906,-0.16563076356027107,0.268153549026056,1.99999999999999,1.99999999999999,SHORT
TP,190.0,2.2041894861620936,-0.21652063778408306,2.0000000000000107,-0.02043090616834411,0.2646624281807663,2.0000000000000107,2.0000000000000107,2.0000000000000107,SHORT
TP,116.0,2.0585746536361724,-0.37421902331529,1.9999999999999887,0.09398645213126089,1.9999999999999887,1.9999999999999887,1.9999999999999887,1.9999999999999887,SHORT
TP,74.0,2.2741412150243763,-0.29237197626220446,1.999999999999989,0.23000257491791073,1.999999999999989,1.999999999999989,1.999999999999989,1.999999999999989,SHORT
TIMEOUT,720.0,0.6064137824775402,-0.819065262626688,-0.5768568136881581,0.011307028328819912,0.06863564564515312,-0.0603041510870696,-0.1634559884728532,-0.5768568136881581,SHORT
SL,451.0,0.6350957097019617,-1.0085008108692368,-1.0,-0.21280075657919495,-0.2897963688376012,-0.24586635693556566,-1.0,-1.0,SHORT
SL,417.0,0.7676581766590374,-1.0182845015497677,-1.0,-0.4728500862051894,-0.22958738890830413,0.08389275722995432,-1.0,-1.0,SHORT
SL,222.0,1.4353287121332559,-1.1709058558071224,-1.0,0.917996331396451,-0.19457530937208323,-1.0,-1.0,-1.0,SHORT
SL,175.0,0.9540397088734257,-1.140097245458693,-1.0,0.2668144248052755,-0.6480344412555159,-1.0,-1.0,-1.0,SHORT
SL,30.0,0.09077615126961205,-3.0797942945707195,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SHORT
TP,198.0,2.0123040293793983,-0.3577379038944014,1.9999999999999898,-0.04417915849234844,0.3253398543333438,1.9999999999999898,1.9999999999999898,1.9999999999999898,SHORT
TP,546.0,2.0267015169454834,-0.30360974390746914,2.0,0.19733619293384902,0.9023111226749202,0.48167878542434794,1.2809613510485038,2.0,SHORT
SL,30.0,0.25182199782479214,-1.2986440494684883,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SHORT
TIMEOUT,720.0,0.834021996850713,-0.45202718913281864,0.2078688411998193,-0.24670497998446406,-0.03788115176534368,0.18654079776890203,0.17858257260811286,0.2078688411998193,SHORT
TIMEOUT,720.0,0.8320089246555796,-0.6920801509635117,-0.4939107525455375,0.01172376212014474,0.06277885522400642,-0.5071472581650547,-0.13123049857068514,-0.4939107525455375,SHORT
SL,212.0,0.5334110001263359,-1.050078157199376,-1.0,-0.27746939916885555,-0.39587228933141894,-1.0,-1.0,-1.0,SHORT
TIMEOUT,720.0,0.8834972168356798,-0.4728576653486899,0.2613160782189984,0.0711619677292801,-0.37641958886310356,0.09643807648558632,-0.054051986417336925,0.2613160782189984,SHORT
TIMEOUT,720.0,0.9838220505641943,-0.7957228830019764,-0.0015851053446360285,-0.08559568860976889,-0.5664109764795099,0.7349605114579957,0.09246447843648496,-0.0015851053446360285,SHORT
SL,622.0,0.9776961762302238,-1.1056835626894936,-1.0,0.21561360540438274,0.22092428534044653,-0.5963893568205061,-0.47583692227174956,-1.0,SHORT
SL,20.0,0.17397697400526146,-2.4262613565526947,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SHORT
TP,423.0,2.039195779567447,-0.3248661841309761,1.999999999999987,0.3678332933815434,0.4845412522918662,0.379446025611429,1.999999999999987,1.999999999999987,SHORT
TIMEOUT,720.0,1.3947685658677296,-0.34608552480285304,0.526628026378123,-0.19700534366420225,0.13151981624379083,-0.05377861749050755,0.9451500563722713,0.526628026378123,SHORT
TIMEOUT,720.0,1.7194387519877992,-0.13536231499400356,0.9237107507613244,0.2171700692271564,0.13346471244737462,0.4343401384543128,1.24883332041983,0.9237107507613244,SHORT
TIMEOUT,720.0,1.9749132189539482,-0.17618789589669182,0.7011188434651893,-0.05812384194529504,0.393373858879811,0.7291428386888263,0.6398812242728273,0.7011188434651893,SHORT
TP,290.0,2.0422686225003486,-0.2529707457545269,1.9999999999999862,0.5029082691379129,0.749812570150144,1.1656673572358396,1.9999999999999862,1.9999999999999862,SHORT
SL,351.0,0.270529075655313,-1.1545262237137086,-1.0,-0.3220751211787507,-0.41727751138020525,-0.06925404075428201,-1.0,-1.0,SHORT
SL,300.0,0.6412175261297067,-1.029492460293687,-1.0,-0.1448199270348817,0.10114123457935899,-0.09057958353480175,-1.0,-1.0,SHORT
SL,225.0,0.6149030106160087,-1.1204734024711565,-1.0,0.11844367032428009,0.4096254406976303,-1.0,-1.0,-1.0,SHORT
SL,171.0,0.5273869579069503,-1.0268556794634958,-1.0,0.15680105347486978,-0.0738112276113452,-1.0,-1.0,-1.0,SHORT
TP,18.0,3.621025023341058,-0.42499241713718666,2.000000000000011,2.000000000000011,2.000000000000011,2.000000000000011,2.000000000000011,2.000000000000011,SHORT
SL,531.0,0.9717669564750073,-1.1117069541378441,-1.0,0.11129223139190063,-0.20852101388717334,-0.7056031643942247,-0.5989987493011948,-1.0,SHORT
SL,428.0,1.2570106691548457,-1.0170968554081266,-1.0,0.13626524768696024,-0.5669866489527914,-0.5474166399764739,-1.0,-1.0,SHORT
SL,64.0,0.44220668607831876,-1.032569576443756,-1.0,-0.9365992543646458,-1.0,-1.0,-1.0,-1.0,SHORT
SL,479.0,0.8275734486071377,-1.0879616319099361,-1.0,0.31956731587163567,0.5385301063762624,-0.006540851494449678,-1.0,-1.0,SHORT
SL,158.0,0.47548736421299054,-1.1385994721424315,-1.0,-0.13846963106472554,-0.0565444433118068,-1.0,-1.0,-1.0,SHORT
TP,500.0,2.0242186395743467,-0.9132680173063643,1.9999999999999807,0.5140601649541214,0.9256498651333502,0.3765789580477948,0.9491326799775884,1.9999999999999807,SHORT
TP,658.0,2.282697998547546,-0.4561286729770964,2.0000000000000133,0.04608249784904233,-0.19929946521972172,-0.004109267324114258,0.11183077503492385,2.0000000000000133,SHORT
TP,533.0,2.1166501540792093,-0.09849642390564342,2.0,0.48839027995945355,0.23732669498928324,1.162666986043514,0.13532298002467494,2.0,SHORT
TP,493.0,2.3877640589574365,-0.34170839708594053,1.9999999999999853,-0.10390000364651983,0.6830941233530959,0.6514723831128483,0.6198506428726005,1.9999999999999853,SHORT
TP,28.0,2.0430096988921878,-0.10719999699833359,2.0,2.0,2.0,2.0,2.0,2.0,SHORT
TP,640.0,2.0480894213324805,-0.8661916927717327,2.0,-0.21487358358061187,-0.13655169727114802,-0.16743396123164955,1.0963203705979063,2.0,SHORT
TP,348.0,2.032905197301602,-0.7818866143467754,2.00000000000001,-0.09765334930238279,0.04420793515715403,-0.5546886192356055,2.00000000000001,2.00000000000001,SHORT
TP,221.0,2.0363084671019838,-0.9779793314737061,2.0,-0.2745935054603097,-0.7262686181350918,2.0,2.0,2.0,SHORT
TP,71.0,2.4839788814502524,-0.18626866073166168,2.0,1.0836908344803349,2.0,2.0,2.0,2.0,SHORT
SL,607.0,0.26064595978445987,-1.0145023398991435,-1.0,-0.7023477737763313,-0.31929130073595874,-0.4317724440953226,-0.46668038513788385,-1.0,SHORT
SL,262.0,0.1463094283342112,-1.1019202604032692,-1.0,-0.19690445519827388,-0.19712348128859933,-0.07052640108325005,-1.0,-1.0,SHORT
SL,187.0,0.30745208231051196,-1.0850796316326656,-1.0,-0.17737620133298945,-0.2727480429192777,-1.0,-1.0,-1.0,SHORT
SL,143.0,0.4409407588252455,-1.063151316475451,-1.0,0.008945098926041124,0.36490741795383014,-1.0,-1.0,-1.0,SHORT
SL,98.0,0.48908153338942084,-1.084401373975422,-1.0,0.1252290926799075,-1.0,-1.0,-1.0,-1.0,SHORT
SL,22.0,0.33042944850671924,-1.0790586677797536,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SHORT
TIMEOUT,720.0,0.452820467600062,-0.9606887946896391,-0.5207665703172478,0.34042149090177526,0.0027639092630805232,0.17251400317011792,-0.4392312470566081,-0.5207665703172478,SHORT
SL,170.0,0.1296717353065701,-1.0148222763122003,-1.0,-0.3137089497012722,-0.5009678221160285,-1.0,-1.0,-1.0,LONG
TP,482.0,2.063290657133704,-0.49602041390762086,2.0,-0.3313724894347026,0.0634858663733543,0.18185437423766784,1.6737722340112644,2.0,LONG
TP,362.0,2.1868598426539867,-0.3450510561730472,2.000000000000015,0.1320281235929382,0.09877415730144463,1.0927714269449844,2.000000000000015,2.000000000000015,LONG
SL,174.0,0.33048141788506913,-1.1705291111563187,-1.0,-0.05436050993650992,-0.06477537398977497,-1.0,-1.0,-1.0,LONG
TIMEOUT,720.0,1.930252860791934,-0.7423529391066708,0.3747823126091073,0.288918174843583,0.20260330669608786,-0.2246890954126699,1.0630476058792244,0.3747823126091073,LONG
TP,138.0,2.078496617476132,-0.464154247875034,2.0,0.05065130855614082,1.4119612562108688,2.0,2.0,2.0,LONG
TIMEOUT,720.0,1.8156335985261935,-0.527506166556406,0.9577700347324529,0.948223416398313,0.5548139352796444,0.5312804110140823,-0.19426258238082958,0.9577700347324529,LONG
SL,273.0,0.28304659047998865,-1.1835736231945326,-1.0,-0.034165584523100034,-0.22832610144706245,-0.09333037723383639,-1.0,-1.0,LONG
SL,213.0,0.4618597659092154,-1.1330516559355666,-1.0,-0.09424476583629268,0.13562788416823293,-1.0,-1.0,-1.0,LONG
TP,621.0,2.0216791251849626,-0.2117290737240068,2.0,0.26805839555489036,0.08572927489174412,0.4506345746471136,0.3313053534000987,2.0,SHORT
TP,428.0,2.1555927225660194,-0.33867800645104523,2.0,0.7765237168458208,0.4387156025346253,0.9980562484627711,2.0,2.0,SHORT
SL,1.0,-0.719437597309287,-1.0719354942293668,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SHORT
SL,354.0,0.852885211137853,-1.0847006058901618,-1.0,-0.4938518440897973,-0.6388043274595074,0.07690986945333973,-1.0,-1.0,SHORT
SL,564.0,1.5356771396642088,-1.0309299523318494,-1.0,-0.13225346975775432,0.8829031329699735,0.18564019149483638,-0.6289117598572126,-1.0,SHORT
SL,170.0,0.9384935831573835,-1.0973531740564226,-1.0,-0.014219599744806086,0.12020005409283462,-1.0,-1.0,-1.0,SHORT
TP,134.0,2.012594847689827,-0.6624655900109968,1.9999999999999816,-0.18776632060433737,0.7835789310068717,1.9999999999999816,1.9999999999999816,1.9999999999999816,SHORT
TP,89.0,2.0134908917037877,-0.25159206158981606,2.0,0.8170141010547878,2.0,2.0,2.0,2.0,SHORT
TP,107.0,2.0154092315552212,-0.2420989215448096,1.9999999999999833,1.3379730990383,1.9999999999999833,1.9999999999999833,1.9999999999999833,1.9999999999999833,SHORT
TP,301.0,2.0081143098670666,-0.8501718440001295,2.0000000000000147,-0.27508415203658565,-0.20841669871948548,-0.0453079779824994,2.0000000000000147,2.0000000000000147,SHORT
TP,106.0,2.133710870351675,-0.6591661660124856,1.9999999999999838,0.2241307950595586,1.9999999999999838,1.9999999999999838,1.9999999999999838,1.9999999999999838,SHORT
TP,81.0,2.176339798853501,-0.32747226158952375,2.0,1.3224081066603137,2.0,2.0,2.0,2.0,SHORT
TP,40.0,2.1704368443171265,-0.14117527987659922,2.0,2.0,2.0,2.0,2.0,2.0,SHORT
SL,443.0,0.08890418310578568,-1.1100675085014422,-1.0,-0.21114743487625082,-0.6062771375686417,-0.396364483013309,-1.0,-1.0,SHORT
SL,218.0,0.297287716495646,-1.0451004520563705,-1.0,-0.19476203923693627,-0.3634333147270517,-1.0,-1.0,-1.0,SHORT
TP,52.0,2.0605370598810873,-0.15486291055473303,2.0,2.0,2.0,2.0,2.0,2.0,SHORT
TP,56.0,2.0486284833274144,-0.7192492899654603,2.0,2.0,2.0,2.0,2.0,2.0,SHORT
TIMEOUT,720.0,0.6506004989823218,-0.5386312102081935,-0.029465602308982063,-0.011393366226147235,0.07052100819282432,-0.2109737125323162,-0.16107862595577396,-0.029465602308982063,SHORT
TIMEOUT,720.0,0.6206407847472143,-0.7299556605653704,-0.2679329915461485,-0.2674868083795442,0.25633222921443555,-0.19364349430645889,0.15036372714580684,-0.2679329915461485,SHORT
TIMEOUT,720.0,0.553717556148835,-0.9638044379322076,-0.34566614301912013,-0.35694603891169024,-0.3734898862208075,-0.22685123961733927,-0.4191107984974355,-0.34566614301912013,SHORT
TP,638.0,2.0026625768041177,-0.7688793821658813,2.0000000000000147,-0.37901155590984764,-0.4783144993706284,-0.27683489382799586,-0.5313186428255944,2.0000000000000147,SHORT
SL,236.0,0.8285648962564295,-1.01693230811423,-1.0,-0.20892421181554602,-0.6062158354888928,-1.0,-1.0,-1.0,SHORT
TP,264.0,2.0817140108925036,-0.5664295641083607,1.9999999999999827,-0.05918487073067612,-0.00720841374284108,0.6108182171563548,1.9999999999999827,1.9999999999999827,SHORT
TP,81.0,2.052223307353467,-0.20442640824423733,1.999999999999981,0.8470290931758905,1.999999999999981,1.999999999999981,1.999999999999981,1.999999999999981,SHORT
SL,6.0,-0.6402190808512609,-1.005483738012908,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SHORT
SL,430.0,0.8333809581460083,-1.0221378865990343,-1.0,-0.18854835726136376,0.2472959095791581,0.42360809026308666,-1.0,-1.0,SHORT
SL,356.0,0.3688444404648912,-1.0109276520053938,-1.0,0.029016506662895222,-0.17623807732752936,-0.46435710823026205,-1.0,-1.0,SHORT
TIMEOUT,720.0,0.7119355727239646,-0.9254906537585267,0.244008112362434,-0.828117725857212,-0.5458513934652102,-0.2307009053956372,-0.5582629230400202,0.244008112362434,SHORT
TP,572.0,2.0792134563458333,-0.8009379653452128,2.0,-0.22555273171734516,-0.4270235702484742,-0.09697262345521396,0.9019959099659569,2.0,SHORT
TP,350.0,2.154632900417748,-0.2932741870749607,2.000000000000011,-0.041411962006456506,0.16879612583917392,0.9255936771267401,2.000000000000011,2.000000000000011,SHORT
TP,529.0,2.5003375150408234,-0.19279422410037167,1.9999999999999865,0.7583039901339067,0.9334353893555134,1.505231923566249,1.0052841685233558,1.9999999999999865,SHORT
TIMEOUT,720.0,1.0618580856056539,-0.5286503773830596,-0.029297126825404418,-0.06608129717287506,-0.1624362920653564,-0.007487043522051414,0.5293014246458608,-0.029297126825404418,LONG
TP,656.0,2.5611775446290683,-0.16300964930048345,2.0,0.38614965914986127,0.5829826362591044,1.1091232910618607,0.45943353606883364,2.0,LONG
TP,626.0,2.3871944492697774,-0.1880407595903472,2.0,0.01409090963338382,0.021865204603542618,0.8425392173893385,0.10349530179004428,2.0,LONG
TP,116.0,2.383886201813235,-0.2028839320691892,2.000000000000023,-0.13730528735996245,2.000000000000023,2.000000000000023,2.000000000000023,2.000000000000023,LONG
TP,41.0,2.294617610154103,-0.2862297828912361,2.0,2.0,2.0,2.0,2.0,2.0,LONG
SL,205.0,0.5865463030568377,-1.5105688504763022,-1.0,0.328170330081727,0.45516868967967106,-1.0,-1.0,-1.0,LONG
SL,457.0,0.4251792077681581,-1.0902030968414338,-1.0,-0.31888440582611166,-0.29011515743724603,-0.17412966130106233,-1.0,-1.0,LONG
TIMEOUT,720.0,0.5173346845078146,-0.6664341513424975,0.2574222527605081,0.3199879998038792,0.15407982480827948,0.3539166884990273,-0.2393684551062063,0.2574222527605081,LONG
SL,307.0,0.15050588370631895,-1.0419638102745552,-1.0,-0.22479404425368418,-0.12960228874711896,-0.29554467334639484,-1.0,-1.0,LONG
TIMEOUT,720.0,0.617313229271125,-0.9925662969352845,0.212151574917473,0.33019079705200466,0.17945152013695473,-0.5646741166976117,-0.3010797726742313,0.212151574917473,LONG
SL,159.0,0.08635140016053892,-1.0119304706312773,-1.0,-0.0746579813887899,-0.38093560383318736,-1.0,-1.0,-1.0,LONG
SL,516.0,0.6284061766433022,-1.4143167219196506,-1.0,-0.032225957776587114,-0.21752521499191724,0.33958103007070295,-0.018127101249337123,-1.0,LONG
SL,471.0,0.649316561382644,-1.4111867444818031,-1.0,-0.5623617778182652,0.058511630062017636,0.5526098394745864,-1.0,-1.0,LONG
SL,366.0,0.619148379485317,-1.531332053644864,-1.0,0.10474633543346704,0.39820570434021124,0.12128523050190514,-1.0,-1.0,LONG
SL,321.0,0.6109339233638592,-1.657035275302365,-1.0,0.4266698117782623,-0.4942035031603459,-0.26968752253907996,-1.0,-1.0,LONG
SL,171.0,0.22475472862698181,-1.7943305345230627,-1.0,-0.2562667318159125,-0.0500484756530162,-1.0,-1.0,-1.0,LONG
