variant,n,trades_per_year,win_rate,expectancy_r,pf,max_dd_r,folds_positive_pct,bootstrap_p,gate_pass
H8_BTC_R8_liquidation_reversal,1230,432.39412897016365,0.4195121951219512,-0.44789718997949984,0.4663590449831436,-558.7768461960758,0.0,0.0,False
H9_BTC_R11_wick_fill,291,102.69347826086957,0.35051546391752575,-0.12236231122519299,0.305439181817646,-35.292842016092386,0.2222222222222222,0.0,False
