variant,n,trades_per_year,win_rate,expectancy_r,pf,max_dd_r,folds_positive_pct,bootstrap_p
ETH_V0_control,1412,501.6857976653697,0.4263456090651558,0.024638712642281107,1.041317449369511,-79.43569857447567,0.6363636363636364,0.4656
ETH_V0_high_liquidity_sessions,785,278.9117217898833,0.4229299363057325,0.012356919229817109,1.0207640954795634,-43.31258562381161,0.5454545454545454,0.7784
