variant,n,trades_per_year,win_rate,avg_win_r,avg_loss_r,expectancy_r,pf,max_dd_r,bootstrap_p,significant,ci_lo,ci_hi
Breakout_Donchian20_ADXmin20_ETH,5632,1983.6914175506267,0.2858664772727273,1.5935079903575837,-1.1414971118039852,-0.35965083792612174,0.5588088020878634,-2027.591320170378,0.0,False,-0.39291759517943114,-0.3256101978607736
