variant,n,trades_per_year,win_rate,avg_win_r,avg_loss_r,expectancy_r,pf,max_dd_r,bootstrap_p,significant,ci_lo,ci_hi
A_meanrev_baseline_entryZ2.0_ETH,7639,2690.5928158148504,0.38879434480953007,1.2308008053733641,-1.1921282081040312,-0.25010710978908635,0.6567459190100623,-1918.7044107651993,0.0,False,-0.27677436378169407,-0.22355278910340018
B_meanrev_reversion_confirmation_ETH,7683,2703.48338150289,0.39672003123779775,1.224432948472757,-1.1898546192580883,-0.23205837997088072,0.6767158222435867,-1790.4268638877868,0.0,False,-0.25856149300895837,-0.20595608352508402
